Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Projects_Score,Participation_Score,Total_Score,Study_Hours_per_Week,Sleep_Hours_per_Night,Stress_Level (1-10),class
0.565713143,0.686447741,0.219943305,0.482496499,0.423284657,0.868,0.432,0.52347183,0.976,0.84,0.222222222,1
0.297459492,0.681280213,0.166750042,0.271854371,0.4904981,0.585,0.926,0.436653592,0.488,0.62,0.333333333,0
0.584516903,0.223870645,0.172919793,0.473494699,0.50070014,0.9956,0.502,0.472133874,0.936,0.66,1,0
0.439487898,0.535255876,0.192596298,0.018203641,0.516503301,0.1052,0.552,0.172197934,0.428,0.52,0.555555556,0
0.302060412,0.562593766,0.762547941,0.051610322,0.225045009,0.4786,0.525,0.465536812,0.324,0.44,0.444444444,0
0.067013403,0.700283381,0.060863765,0.016003201,0.516103221,0.7752,0.316,0.360141157,0.364,0.78,1,0
0.25265053,0.9969995,0.997665499,0.619323865,0.481896379,0.141,0.231,0.610312546,0.884,0.18,0.777777778,1
0.197639528,0.033672279,0.522761381,0.560112022,0.208841768,0.9728,0.074,0.47757336,0.332,0.34,0.666666667,0
0.541908382,0.06517753,0.544438886,0.233246649,0.98839768,0.354,0.718,0.387495926,0.668,0.98,0,0
0.601520304,0.078013002,0.357512089,0.646729346,0.865773155,0.3502,0.289,0.333516897,0.468,0.58,0.555555556,0
0.608521704,0.743123854,0.690511923,0.884376875,0.887777556,0.2132,0.389,0.587835332,0.94,0.5,0.444444444,1
0.388077616,0.136356059,0.471569118,0.277455491,0.685737147,0.288,0.92,0.351228942,0.16,0.86,1,0
0.421084217,0.622603767,0.328997832,0.832166433,0.159831966,0.5776,0.566,0.49379067,0.428,0.76,0.888888889,0
0.834166833,0.324720787,0.265132566,0.662732547,0.568113623,0.4294,0.097,0.326661347,0.124,0.32,0.222222222,0
0.476095219,0.457409568,0.925962981,0.033806761,0.821564313,0.1934,0.8,0.498106295,0.58,0.62,0.333333333,0
0.98779756,0.215702617,0.290978823,0.375275055,0.038807762,0.8092,0.256,0.351318851,0.404,0.18,0.333333333,0
0.439487898,0.866311052,0.436384859,0.50790158,0.49589918,0.0622,0.553,0.387147529,0.06,0.06,0.333333333,0
0.649529906,0.586264377,0.350341838,0.731746349,0.396279256,0.8346,0.51,0.583632093,0.848,0.98,0.888888889,1
0.050210042,0.944657443,0.086043022,0.287257451,0.212242448,0.275,0.238,0.252216815,0.376,0.74,0.777777778,0
0.653330666,0.57476246,0.185926296,0.982996599,0.378275655,0.496,0.116,0.407781611,0.492,0.94,0.888888889,0
0.851370274,0.123853976,0.189428047,0.684736947,0.983596719,0.381,0.211,0.307409614,0.408,0.84,0.333333333,0
0.942388478,0.17086181,0.693846923,0.372874575,0.723344669,0.5706,0.097,0.456208768,0.488,0.42,0.222222222,0
0.99739948,0.989164861,0.406703352,0.097019404,0.299659932,0.796,0.276,0.526967037,0.016,0.86,0.444444444,1
0.282056411,0.725620937,0.782224446,0.181436287,0.605521104,0.9894,0.997,0.795041527,0.816,0.78,0.111111111,1
0.575315063,0.049341557,0.709187927,0.48769754,0.24664933,0.306,0.402,0.347655065,0.332,0.26,0.444444444,0
0.450690138,0.703950658,0.191929298,0.49469894,0.610922184,0.5538,0.864,0.483327527,0.724,0.62,0.111111111,0
0.563712743,0.412235373,0.563114891,0.767953591,0.896379276,0.466,0.549,0.562537228,0.064,0.3,1,1
0.157231446,0.30721787,0.743038186,0.726345269,0.556911382,0.999,0.667,0.749738702,0.524,0.24,0.111111111,1
0.856171234,0.154025671,0.633149908,0.201240248,0.733546709,0.809,0.156,0.491576664,0.908,0.08,0.666666667,0
0.909581916,0.839973329,0.6001334,0.595119024,0.453490698,0.397,0.275,0.528574158,0.4,0.54,1,1
0.449489898,0.063843974,0.739869935,0.020604121,0.524304861,0.4768,0.51,0.383124108,0.196,0.4,0.333333333,0
0.280256051,0.289881647,0.056695014,0.398679736,0.695139028,0.246,0.881,0.245417458,0.1,0.08,0.555555556,0
0.140628126,0.306384397,0.731699183,0.764352871,0.812562513,0.7552,0.043,0.628552805,0.86,0.72,0.888888889,1
0.683736747,0.160860143,0.272636318,0.399679936,0.659531906,0.8452,0.507,0.448251835,0.24,0.72,1,0
0.312062412,0.508251375,0.571952643,0.835767153,0.977595519,0.965,0.051,0.717764866,0.976,0.24,0.222222222,1
0.909581916,0.011668611,0.242287811,0.976395279,0.819963993,0.5658,0.457,0.423257173,0.248,0.96,0,0
0.670934187,0.301050175,0.83908621,0.607321464,0.777355471,0.6706,0.629,0.670573956,0.48,0.78,0.222222222,1
0.645529106,0.933822304,0.48057362,0.145029006,0.845369074,0.446,0.745,0.544780229,0.456,0.8,0.222222222,1
0.559311862,0.310551759,0.643154911,0.379675935,0.281256251,0.6092,0.139,0.436586161,0.064,0,0.222222222,0
0.045609122,0.360560093,0.794230449,0.00940188,0.432086417,0.3488,0.167,0.367502444,0.532,0.98,0.333333333,0
0.931986397,0.473245541,0.895614474,0.602920584,0.564512903,0.7376,0.47,0.704514548,0.672,1,0.222222222,1
0.627925585,0.561760293,0.732199433,0.821764353,0.462492498,0.0228,0.998,0.511109363,0.744,0.5,0.444444444,1
0.9939988,0.808801467,0.148741037,0.630126025,0.847569514,0.0284,0.356,0.305161892,0.524,0.98,0.777777778,0
0.537307461,0.190365061,0.854760714,0.786157231,0.027005401,0.7162,0.428,0.592083525,0.812,0.62,0.222222222,1
0.710142028,0.871811969,0.618642655,0.800160032,0.209241848,0.9306,0.432,0.745917576,0.752,0.14,1,1
0.056011202,0.757626271,0.609638152,0.851170234,0.881976395,0.6322,0.081,0.6639207,0.192,0.82,0.555555556,1
0.631726345,0.722787131,0.92162748,0.266653331,0.059211842,0.7266,0.774,0.680756133,0.4,0.56,0,1
0.764552911,0.086847808,0.248791062,0.871374275,0.227045409,0.824,0.253,0.42045876,0.144,0.34,0.333333333,0
0.778555711,0.021670278,0.23961981,0.654130826,0.351270254,0.3616,0.704,0.276312388,0.132,0.24,0,0
0.770154031,0.594099017,0.513256628,0.289857972,0.75095019,0.1082,0.475,0.35664595,0.712,0.52,0.111111111,0
0.226045209,0.863310552,0.751042188,0.987397479,0.560312062,0.933,0.612,0.880859529,0.532,0.7,0.222222222,1
0.975395079,0.584597433,0.447223612,0.950390078,0.954790958,0.9386,0.054,0.699367266,0.6,0.88,0.444444444,1
0.99519904,0.2132022,0.633983658,0.574514903,0.227845569,0.4418,0.89,0.468604952,0.732,0.6,0.888888889,0
0.075415083,0.090515086,0.452559613,0.843368674,0.872374475,0.2172,0.244,0.352060599,0.276,0.42,0.888888889,0
0.936387277,0.699783297,0.610471903,0.26145229,0.283056611,0.8924,0.67,0.639735218,0.4,0.64,0.222222222,1
0.289257852,0.721953659,0.822577956,0.416083217,0.24544909,0.7084,0.798,0.689881882,0.608,0.5,0.777777778,1
0.689137828,0.172528755,0.180423545,0.184036807,0.4984997,0.0082,0.54,0.086604704,0.096,0.66,0.111111111,0
0.338067614,0.028171362,0.695514424,0.520304061,0.071214243,0.1078,0.337,0.250418638,0.832,0.6,0.888888889,0
0.967793559,0.4084014,0.787727197,0.49609922,0.384476895,0.9832,0.978,0.756706639,0.344,0.98,0.333333333,1
0.101420284,0.582763794,0.447223612,0.212842569,0.355671134,0.0382,0.278,0.228964138,0.66,0.62,0.111111111,0
0.49769954,0.706117686,0.323161581,0.672934587,0.160232046,0.2826,0.949,0.425504894,0.996,0.7,0.444444444,0
0.427885577,0.810135023,0.013340003,0.117823565,0.860972194,0.5484,0.156,0.327807685,0.476,0.9,0.666666667,0
0.325865173,0.610601767,0.797398699,0.061612322,0.385877175,0.1844,0.389,0.392272334,0.216,0.92,0.555555556,0
0.645529106,0.110851809,0.327997332,0.385077015,0.982196439,0.232,0.138,0.242371796,0.216,0.14,0.888888889,0
0.130826165,0.682613769,0.357345339,0.409881976,0.899979996,0.353,0.002,0.388361299,0.06,0.46,0.666666667,0
0.716543309,0.984330722,0.336001334,0.319863973,0.194838968,0.2696,0.26,0.348666539,0.768,0.94,0.555555556,0
0.980596119,0.905817636,0.498749375,0.25805161,0.50530106,0.8034,0.087,0.572629497,0.292,0.96,0.777777778,1
0.804560912,0.871811969,0.702684676,0.338867774,0.601920384,0.5002,0.986,0.657761944,0.172,0.2,0.666666667,1
0.859971994,0.302217036,0.772052693,0.163432687,0.819163833,0.2786,0.762,0.460884029,0.712,0.44,0.666666667,0
0.359471894,0.750958493,0.392529598,0.403480696,0.885777155,0.313,0.004,0.398105171,0.308,0.28,0.777777778,0
0.324664933,0.851308551,0.663331666,0.904780956,0.624124825,0.0398,0.224,0.497364547,0.6,0.8,0.555555556,0
0.516903381,0.678446408,0.72086043,0.224444889,0.035207041,0.0494,0.67,0.35430832,0.416,0.86,1,0
0.045609122,0.250541757,0.296981824,0.684536907,0.481296259,0.718,0.399,0.447555041,0.336,0.46,0.444444444,0
0.945389078,0.953992332,0.096548274,0.141828366,0.884976995,0.113,0.832,0.320862226,0.488,0.68,0.333333333,0
0.143628726,0.450908485,0.894947474,0.354070814,0.714142829,0.4758,0.505,0.590307825,0.312,0.86,0.777777778,1
0.902980596,0.129854976,0.677338669,0.321264253,0.870374075,0.8424,0.654,0.604412277,0.872,0.7,0.888888889,1
0.083416683,0.109851642,0.648324162,0.937187437,0.674134827,0.3684,0.597,0.50613066,0.072,0.16,0.888888889,1
0.822564513,0.647607935,0.058696015,0.428085617,0.044008802,0.3458,0.638,0.256577395,0.032,0.72,0.333333333,0
0.151830366,0.437739623,0.818075705,0.690538108,0.968193639,0.873,0.23,0.750008429,0.408,0.16,0.888888889,1
0.038007602,0.094515753,0.566116392,0.602520504,0.918183637,0.8648,0.373,0.588532126,0.172,0.66,0.111111111,1
0.719343869,0.740456743,0.848090712,0.141028206,0.126625325,0.8802,0.051,0.616482541,0.744,0.34,0.666666667,1
0.280056011,0.799466578,0.974820744,0.939787958,0.112622525,0.572,0.588,0.760617674,0.352,0.06,0.333333333,1
0.714342869,0.725454242,0.957478739,0.345869174,0.539107822,0.9524,0.459,0.801380101,0.26,0.22,0.333333333,1
0.554910982,0.202367061,0.856428214,0.044808962,0.75715143,0.819,0.761,0.624248418,0.36,0.46,0.777777778,1
0.108621724,0.689948325,0.010838753,0.300460092,0.382276455,0.4156,0.206,0.240494948,0.22,1,0.222222222,0
0.932186437,0.010668445,0.885942971,0.335667133,0.136427285,0.6296,0.437,0.47442655,0.3,0.26,0.444444444,0
0.452290458,0.305217536,0.074870769,0.092818564,0.51070214,0.1218,0.181,0.061823576,0.568,0.98,0.444444444,0
0.734346869,0.398899817,0.851425713,0.620124025,0.337667534,0.5514,0.614,0.605401274,0.864,0.36,0.222222222,1
0.50090018,0.835305884,0.28014007,0.346869374,0.351870374,0.2632,0.848,0.385821374,0.372,0.96,0.333333333,0
0.604320864,0.3903984,0.610138403,0.629325865,0.645129026,0.2836,0.765,0.485148181,0.32,0.96,0.888888889,0
0.302660532,0.011335223,0.037852259,0.00680136,0.885777155,0.1258,0.944,0.104653907,0.78,0.14,0.222222222,0
0.200240048,0.352392065,0.771385693,0.982196439,0.558711742,0.3582,0.972,0.629980108,0.024,0.82,1,1
0.542508502,0.499083181,0.111555778,0.170634127,0.687737548,0.4814,0.772,0.334067589,0.304,0.52,0.888888889,0
0.440088018,0.949158193,0.410705353,0.659531906,0.660132026,0.6004,0.287,0.590824801,0.452,0.68,1,1
0.390078016,0.941156859,0.817742204,0.715943189,0.551310262,0.3048,0.219,0.616347678,0.6,0.78,0,1
0.672534507,0.180863477,0.695514424,0.171634327,0.310862172,0.7922,0.448,0.492689286,0.156,0.12,0.444444444,0
0.690538108,0.185197533,0.005836251,0.111822364,0.377875575,0.521,0.994,0.228525832,0.432,0.8,0.444444444,0
0.045809162,0.16336056,0.403034851,0.152630526,0.315863173,0.638,0.413,0.332022163,0.568,0.3,0.888888889,0
0.338667734,0.789131522,0.04185426,0.24684937,0.917583517,0.2782,0.199,0.27500871,0.512,0.74,0.777777778,0
0.411682336,0.006001,0.673670168,0.168233647,0.826765353,0.8142,0.944,0.570516639,0.576,0.58,0.666666667,1
0.096619324,0.127187865,0.969317992,0.674134827,0.579515903,0.6242,0.386,0.625372279,0.664,0.68,0,1
0.235847169,0.538089682,0.655494414,0.420884177,0.912382476,0.8624,0.691,0.712033176,0.38,0.62,0.666666667,1
0.051410282,0.247541257,0.224278806,0.537907582,0.886577315,0.16,0.788,0.298857034,0.064,0.82,0.111111111,0
0.99619924,0.092348725,0.355177589,0.047409482,0.927785557,0.3806,0.843,0.314096585,0.056,0.9,0.888888889,0
0.736547309,0.359893316,0.976988494,0.861372274,0.221844369,0.113,0.821,0.542925859,0.86,0.44,0.222222222,1
0.087217443,0.274212369,0.223945306,0.170634127,0.717743549,0.2156,0.836,0.247406691,0.676,0.4,0.888888889,0
0.020004001,0.511251875,0.56161414,0.360272054,0.609321864,0.3946,0.668,0.47039189,0.764,0.24,0.444444444,0
0.719143829,0.979329888,0.4005336,0.072014403,0.733946789,0.8946,0.404,0.615111431,0.928,0.82,0.333333333,1
0.439087818,0.124354059,0.768550942,0.136827365,0.263452691,0.557,0.667,0.439991459,0.752,0.96,0.444444444,0
0.786757351,0.372728788,0.867600467,0.665933187,0.694938988,0.3304,0.837,0.603973971,0.692,0.2,0.111111111,1
0.923384677,0.932155359,0.340837085,0.692738548,0.409881976,0.7468,0.351,0.597871408,0.656,0.46,0.777777778,1
0.599319864,0.876979497,0.660496915,0.677135427,0.834166833,0.0196,0.297,0.488227559,0.26,0.78,0.777777778,0
0.187037407,0.394399067,0.549107887,0.552310462,0.795559112,0.37,0.344,0.451128918,0.956,0.64,0.777777778,0
0.782156431,0.699116519,0.27847257,0.952790558,0.211442288,0.6008,0.551,0.524505782,0.544,0.82,0.777777778,1
0.955791158,0.087847975,0.271969318,0.50730146,0.183836767,0.5832,0.052,0.258476719,0.224,0.02,0.666666667,0
0.580116023,0.71261877,0.538769385,0.449489898,0.717943589,0.6076,0.779,0.61495409,0.208,0.92,0.111111111,1
0.681936387,0.972995499,0.153910288,0.24764953,0.550510102,0.2116,0.139,0.279650255,0.816,0.06,0.777777778,0
0.337267453,0.537589598,0.811072203,0.098819764,0.557311462,0.337,0.133,0.430326257,0.252,0.44,0.555555556,0
0.381476295,0.498583097,0.068867767,0.548309662,0.75275055,0.9316,0.198,0.477820609,0.04,0.28,0.444444444,0
0.734546909,0.187364561,0.094380524,0.314862973,0.855171034,0.974,0.577,0.452522505,0.428,0.92,0.111111111,0
0.927785557,0.63393899,0.342171086,0.524104821,0.23904781,0.312,0.286,0.336483889,0.816,0.28,0.222222222,0
0.628925785,0.590598433,0.11805903,0.206241248,0.555711142,0.6446,0.368,0.355555805,0.416,0.38,0.333333333,0
0.789757952,0.652108685,0.475737869,0.838367674,0.829165833,0.2412,0.932,0.553175468,0.804,0.88,0.333333333,1
0.171434287,0.026004334,0.39969985,0.99979996,0.872974595,0.3686,0.847,0.466447139,0.828,0.54,0.444444444,0
0.211842368,0.548758126,0.722027681,0.322464493,0.287457491,0.7924,0.852,0.644298093,0.856,0.9,0.111111111,1
0.531906381,0.595099183,0.953309988,0.842568514,0.104220844,0.5012,0.578,0.669708583,0.588,0.66,0.888888889,1
0.176435287,0.207534589,0.753710188,0.873174635,0.232846569,0.8496,0.866,0.693500714,0.7,0.08,0.888888889,1
0.634926985,0.208368061,0.179423045,0.99619924,0.945589118,0.6288,0.779,0.516739905,0.26,0.44,0.888888889,1
0.291458292,0.276212702,0.935801234,0.342868574,0.462492498,0.629,0.953,0.640578114,0.1,0.18,0.444444444,1
0.791558312,0.711785298,0.392196098,0.75615123,0.418683737,0.0338,0.064,0.309634858,0.532,0.06,0.333333333,0
0.808161632,0.606434406,0.474237119,0.228845769,0.013002601,0.7496,0.029,0.418919071,0.012,0.38,0.888888889,0
0.463692739,0.845974329,0.421544105,0.624924985,0.051010202,0.9778,0.175,0.61398757,0.464,0.9,0.777777778,1
0.180636127,0.295715953,0.28047357,0.704940988,0.668733747,0.473,0.929,0.452589937,0.104,0.12,0.666666667,0
0.646729346,0.912152025,0.895280974,0.74134827,0.589917984,0.1586,0.606,0.639431776,0.108,0,0.444444444,1
0.99279856,0.743790632,0.332166083,0.207241448,0.575715143,0.977,0.426,0.579698581,0.872,0.94,0.777777778,1
0.622524505,0.395065844,0.578789395,0.848969794,0.110422084,0.2902,0.513,0.426370267,0.64,0.54,0.444444444,0
0.035607121,0.095349225,0.23995331,0.421084217,0.352070414,0.4092,0.83,0.28234752,0.644,0.56,0.111111111,0
0.017003401,0.25704284,0.797565449,0.216443289,0.812562513,0.0774,0.929,0.419469763,0.404,0.92,0.555555556,0
0.320264053,0.956992832,0.774387194,0.542708542,0.175035007,0.1108,0.73,0.525483541,0.412,0.7,0.111111111,1
0.195639128,0.310385064,0.296314824,0.863572715,0.882776555,0.2166,0.76,0.406241922,0.304,0.82,1,0
0.812962593,0.329888315,0.68167417,0.967193439,0.121424285,0.5484,0.32,0.534384518,0.436,0.78,0.888888889,1
0.844768954,0.189698283,0.704018676,0.74834967,0.169233847,0.5578,0.467,0.501736365,0.588,0.62,0.666666667,1
0.25845169,0.806967828,0.562614641,0.00560112,0.477895579,0.6062,0.885,0.551725688,0.188,0.68,0.222222222,1
0.325465093,0.275712619,0.6008004,0.134826965,0.945389078,0.5838,0.786,0.512772677,0.26,0.56,1,1
0.236047209,0.330388398,0.574620644,0.076215243,0.329665933,0.4952,0.684,0.394609964,0.496,0.36,0.777777778,0
0.908381676,0.4144024,0.08170752,0.101220244,0.658331666,0.802,0.065,0.320513829,0.384,0.28,0,0
0.5025005,0.433738956,0.670501918,0.383076615,0.588717744,0.9338,0.04,0.604153789,0.82,0.18,0.888888889,1
0.656131226,0.4114019,0.469901617,0.338467694,0.149629926,0.2698,0.13,0.261421234,0.82,0.36,0.666666667,0
0.415283057,0.503750625,0.43855261,0.113622725,0.24824965,0.1302,0.581,0.246339024,0.336,0.58,1,0
0.630926185,0.814635773,0.860263465,0.882376475,0.930386077,0.425,0.536,0.751885276,0.452,0.58,0.111111111,1
0.385677135,0.819469912,0.023011506,0.615523105,0.184836967,0.0264,0.943,0.253318199,0.976,0.68,0.777777778,0
0.339467894,0.798466411,0.251292313,0.796559312,0.695139028,0.8834,0.695,0.674923297,0.828,0.88,0.555555556,1
0.634326865,0.101183531,0.12122728,0.371674335,0.964792959,0.2398,0.294,0.186684499,0.216,0.66,0.555555556,0
0.590918184,0.799799967,0.035184259,0.410282056,0.119623925,0.5492,0.161,0.299902224,0.28,0.18,0.333333333,0
0.293458692,0.120353392,0.275637819,0.317663533,0.399279856,0.115,0.85,0.190359523,0.084,0.02,0.444444444,0
0.149229846,0.124687448,0.988827747,0.438487698,0.224044809,0.5532,0.46,0.536160218,0.676,0.2,0.888888889,1
0.368473695,0.947991332,0.270135068,0.610522104,0.221644329,0.039,0.653,0.337540319,0.316,0.9,0.666666667,0
0.415083017,0.819469912,0.663831916,0.49309862,0.119023805,0.7688,0.565,0.649063262,0.536,0.56,0,1
0.628525705,0.552425404,0.11822578,0.838167634,0.649729946,0.9554,0.107,0.54041965,0.768,0.84,0.111111111,1
0.914582917,0.875145858,0.60196765,0.900380076,0.74654931,0.307,0.057,0.565841378,0.836,0.24,0,1
0.036007201,0.98949825,0.984825746,0.469693939,0.676935387,0.2582,0.377,0.657087627,0.324,0.7,0.888888889,1
0.24344869,0.610768461,0.291812573,0.23984797,0.924784957,0.448,0.362,0.398363659,0.236,0.74,1,0
0.193638728,0.612935489,0.848257462,0.945389078,0.145629126,0.62,0.674,0.710740737,0.848,0.8,0,1
0.50210042,0.754625771,0.997832249,0.735147029,0.319863973,0.189,0.632,0.62391126,0.38,0.54,0.222222222,1
0.429685937,0.232205368,0.588627647,0.640328066,0.344668934,0.8034,0.969,0.612178154,0.82,0.8,0.555555556,1
0.728945789,0.167194532,0.309321327,0.74554911,0.232046409,0.1986,0.858,0.293597366,0.148,0.94,0.555555556,0
0.24224845,0.759626604,0.673670168,0.076015203,0.142228446,0.0054,0.497,0.307555715,0.912,0.96,0.888888889,0
0.594318864,0.344890815,0.845089211,0.067613523,0.486897379,0.5242,0.5,0.494004203,0.484,0.12,0.888888889,0
0.883776755,0.135022504,0.171252293,0.153230646,0.834566913,0.1152,0.674,0.159633172,0.172,0.62,0.333333333,0
0.910582116,0.314885814,0.452559613,0.147429486,0.954790958,0.6982,0.114,0.436968273,0.536,0.12,0,0
0.958791758,0.358726454,0.31915958,0.420684137,0.129425885,0.1674,1,0.274806415,0.872,0.92,1,0
0.773154631,0.965327555,0.283308321,0.157431486,0.823364673,0.8174,0.519,0.584115353,0.388,0.96,0.888888889,1
0.905981196,0.698116353,0.861097215,0.854770954,0.824764953,0.4704,0.91,0.769417503,0.18,0.5,0.111111111,1
0.234446889,0.53092182,0.421710855,0.578115623,0.389077816,0.5662,0.967,0.5306533,0.576,0.96,1,1
0.197439488,0.968994832,0.339002835,0.368273655,0.110022004,0.1866,0.582,0.353409231,0.836,0.76,1,0
0.00620124,0.90331722,0.603635151,0.069613923,0.99019804,0.1466,0.103,0.410546309,0.12,0.7,0.333333333,0
0.706741348,0.512085348,0.219276305,0.591118224,0.655731146,0.6312,0.573,0.468413895,0.04,0.58,0.666666667,0
0.937387477,0.905817636,0.229781557,0.116623325,0.982396479,0.2554,0.598,0.384427786,0.056,0.4,0.111111111,0
0.186837367,0.404400733,0.52042688,0.74334867,0.483696739,0.386,0.789,0.49604963,0.232,0.96,0.888888889,0
0.636927385,0.230538423,0.409371352,0.802960592,0.395279056,0.4794,0.048,0.371784354,0.008,0.2,0.444444444,0
0.74634927,0.232705451,0.294980824,0.544108822,0.24724945,0.2296,0.466,0.236168085,0.428,0.8,1,0
0.927585517,0.662443741,0.053860263,0.149629926,0.983796759,0.7954,0.923,0.500230391,0.696,0.36,0.888888889,1
0.646729346,0.501083514,0.52092713,0.786957391,0.25325065,0.9394,0.991,0.70651502,0.712,0.76,0.888888889,1
0.970194039,0.659109852,0.816908454,0.307861572,0.023804761,0.4318,0.191,0.47063914,0.636,0.16,0.777777778,0
0.344468894,0.686114352,0.851592463,0.222644529,0.512502501,0.9176,0.871,0.76855213,0.296,0.38,0.222222222,1
0.349869974,0.022337056,0.235451059,0.470694139,0.377075415,0.8826,0.146,0.359972578,0.736,0.94,0.888888889,0
0.542908582,0.054009002,0.5997999,0.922784557,0.26145229,0.166,0.841,0.388867036,0.576,0.56,0.222222222,0
0.383476695,0.532755459,0.856094714,0.297459492,0.634726945,0.1734,0.277,0.44772362,0.86,0.5,0.888888889,0
0.00120024,0.191031839,0.408704352,0.905781156,0.364272855,0.4774,0.96,0.479236674,0.48,0.76,0.111111111,0
0.731746349,0.632605434,0.932466233,0.053610722,0.402280456,0.5258,0.695,0.592229627,0.18,0.42,0.666666667,1
0.75175035,0.55225871,0.903284976,0.083616723,0.023004601,0.3412,0.399,0.433079715,0.636,0.5,0.111111111,0
0.74694939,0.585930988,0.208104052,0.698739748,0.589117824,0.313,0.281,0.350138797,0.152,0.56,0.444444444,0
0.344868974,0.302550425,0.258962815,0.190638128,0.122024405,0.4314,0.235,0.206588071,0.964,0.98,0.111111111,0
0.522104421,0.63993999,0.180423545,0.316663333,0.213842769,0.6904,0.681,0.417368143,0.704,0.8,0.777777778,0
0.359871974,0.829638273,0.195931299,0.136427285,0.717343469,0.0844,0.896,0.307005024,0.756,0.04,0.111111111,0
0.015803161,0.998166361,0.908120727,0.332266453,0.313262653,0.7106,0.755,0.763978017,0.68,0.78,0.888888889,1
0.562312462,0.838639773,0.931465733,0.280456091,0.163232647,0.9262,0.835,0.795670889,0.096,0.5,0.111111111,1
0.123624725,0.557592932,0.051692513,0.736547309,0.577515503,0.7636,0.781,0.504883175,0.464,0.24,0.333333333,1
0.079815963,0.193532255,0.593796898,0.702140428,0.215043009,0.1916,0.979,0.396801492,0.652,0.86,0.666666667,0
0.75535107,0.681613602,0.564282141,0.955191038,0.271054211,0.0874,0.758,0.474550175,0.228,0.28,0.888888889,0
0.00940188,0.93782297,0.390528598,0.724544909,0.621524305,0.4904,0.21,0.542611178,0.68,0.32,0.222222222,1
0.958991798,0.211868645,0.631815908,0.694938988,0.73994799,0.9564,0.792,0.707931085,0.82,0.06,0.111111111,1
0.515103021,0.256042674,0.947640487,0.694338868,0.73974795,0.819,0.322,0.72402477,0.276,0.98,0.555555556,1
0.982996599,0.149024837,0.170251793,0.883176635,0.482296459,0.5628,0.996,0.432675126,0.2,0.8,0,0
0.057811562,0.736789465,0.12022678,0.296259252,0.454290858,0.143,0.377,0.22152418,0.884,0.14,0.444444444,0
0.583516703,0.406567761,0.033183258,0.300060012,0.787757552,0.7138,0.293,0.346519965,0.004,0.48,0.777777778,0
0.349269854,0.062677113,0.363848591,0.74134827,0.193038608,0.813,0.239,0.423324605,0.256,0.34,0.222222222,0
0.843368674,0.875145858,0.337668834,0.228845769,0.152230446,0.935,0.659,0.576203374,0.408,0.04,0.444444444,1
0.361072214,0.557759627,0.430882108,0.912182436,0.664732947,0.6122,0.109,0.545533216,0.672,0.92,0.888888889,1
0.26025205,0.33122187,0.503418376,0.534906981,0.409681936,0.5144,0.954,0.493903056,0.996,0.84,0,0
0.857571514,0.344057343,0.75804569,0.300260052,0.710142028,0.6192,0.294,0.53767743,0.372,0.98,0.888888889,1
0.374474895,0.29038173,0.392196098,0.776155231,0.25665133,0.9432,0.295,0.542139156,0.948,0.24,0,1
0.016603321,0.455575929,0.330665333,0.312462492,0.324864973,0.6282,0.046,0.350138797,0.368,0.7,0.333333333,0
0.390078016,0.337056176,0.827080207,0.963392679,0.896779356,0.2576,0.246,0.564953528,0.696,0.12,0,1
0.654530906,0.548091349,0.850091713,0.983196639,0.421684337,0.6362,0.419,0.712437766,0.164,0.44,0.777777778,1
0.25425085,0.773628938,0.232783058,0.666933387,0.591118224,0.8798,0.37,0.592386968,0.46,0.84,0.666666667,1
0.431886377,0.674612435,0.314657329,0.113622725,0.106621324,0.567,0.273,0.335888243,0.872,0,0.222222222,0
0.056611322,0.294549092,0.825412706,0.263252651,0.178835767,0.5026,0.041,0.416682588,0.32,0.48,0.444444444,0
0.587917584,0.528754792,0.07920627,0.515503101,0.035807161,0.7334,0.301,0.346070421,0.104,0.44,0.111111111,0
0.75615123,0.840306718,0.325829581,0.851570314,0.424484897,0.661,0.778,0.621708493,0.524,0.7,1,1
0.413282657,0.06817803,0.448390862,0.184836967,0.98919784,0.0566,0.439,0.21603974,0.44,0.24,0.444444444,0
0.420084017,0.078346391,0.186926797,0.104420884,0.873974795,0.7254,0.291,0.312343362,0.228,0.18,0.444444444,0
0.088017604,0.556259377,0.179756545,0.074414883,0.633126625,0.4076,0.305,0.268894908,0.904,0.66,0.888888889,0
0.201840368,0.639273212,0.424879106,0.50710142,0.861172234,0.9408,0.554,0.674597377,0.6,0.64,0.444444444,1
0.154430886,0.211368561,0.754710689,0.884976995,0.594318864,0.9708,0.302,0.714696726,0.348,0.76,0.111111111,1
0.481496299,0.745290882,0.84042021,0.042408482,0.368873775,0.4488,0.631,0.545207296,0.996,0.24,0.222222222,1
0.529105821,0.646441074,0.979489745,0.212442488,0.173634727,0.9688,0.989,0.794355972,0.136,0.02,0.555555556,1
0.948989798,0.923487248,0.073870268,0.693338668,0.653130626,0.3108,0.041,0.351745918,0.848,0.88,0,0
0.073014603,0.169028171,0.216608304,0.825965193,0.193038608,0.6826,0.169,0.357646186,0.232,0.2,0.555555556,0
0.599719944,0.751458576,0.756878439,0.807561512,0.417483497,0.075,0.179,0.475898808,0.24,0.42,0.444444444,0
0.526305261,0.083680613,0.540770385,0.785157031,0.825965193,0.145,0.447,0.363849897,0.5,0.46,0.111111111,0
